,name,ratings,comments,views,tags
2310,Manwar Ali: Inside the mind of a former radical jihadist,"[{'id': 8, 'name': 'Informative', 'count': 269}, {'id': 22, 'name': 'Fascinating', 'count': 140}, {'id': 1, 'name': 'Beautiful', 'count': 139}, {'id': 3, 'name': 'Courageous', 'count': 431}, {'id': 10, 'name': 'Inspiring', 'count': 254}, {'id': 23, 'name': 'Jaw-dropping', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 24, 'name': 'Persuasive', 'count': 78}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 9, 'name': 'Ingenious', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 9}]",45,1805897,"['Islam', 'Middle East', 'TEDx', 'activism', 'community', 'death', 'humanity', 'identity', 'religion', 'society', 'terrorism', 'violence', 'war']"
2311,Philippa Neave: The unexpected challenges of a country's first election,"[{'id': 8, 'name': 'Informative', 'count': 152}, {'id': 10, 'name': 'Inspiring', 'count': 59}, {'id': 22, 'name': 'Fascinating', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}, {'id': 24, 'name': 'Persuasive', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 31}]",38,859817,"['TEDNYC', 'choice', 'communication', 'democracy', 'global development', 'global issues', 'language']"
2312,Wanis Kabbaj: What a driverless world could look like,"[{'id': 10, 'name': 'Inspiring', 'count': 447}, {'id': 8, 'name': 'Informative', 'count': 364}, {'id': 22, 'name': 'Fascinating', 'count': 444}, {'id': 9, 'name': 'Ingenious', 'count': 271}, {'id': 24, 'name': 'Persuasive', 'count': 124}, {'id': 25, 'name': 'OK', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 108}, {'id': 7, 'name': 'Funny', 'count': 61}, {'id': 23, 'name': 'Jaw-dropping', 'count': 72}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 35}, {'id': 3, 'name': 'Courageous', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 2}]",93,2859109,"['biology', 'cars', 'cities', 'collaboration', 'communication', 'design', 'driverless cars', 'infrastructure', 'nature', 'product design', 'technology', 'transportation', 'urban planning']"
2313,Ian Bremmer: How the US should use its superpower status,"[{'id': 24, 'name': 'Persuasive', 'count': 106}, {'id': 10, 'name': 'Inspiring', 'count': 60}, {'id': 22, 'name': 'Fascinating', 'count': 67}, {'id': 21, 'name': 'Unconvincing', 'count': 47}, {'id': 25, 'name': 'OK', 'count': 55}, {'id': 8, 'name': 'Informative', 'count': 142}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 34}, {'id': 7, 'name': 'Funny', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 3, 'name': 'Courageous', 'count': 24}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 17}, {'id': 1, 'name': 'Beautiful', 'count': 6}]",49,851675,"['Africa', 'Asia', 'Europe', 'Foreign Policy', 'Iran', 'Middle East', 'New York', 'South America', 'Syria', 'TEDx', 'business', 'china', 'democracy', 'global development', 'global issues', 'government', 'iraq', 'law', 'military', 'money', 'motivation', 'politics', 'security', 'society', 'war']"
2314,Alyssa Monks: How loss helped one artist find beauty in imperfection,"[{'id': 1, 'name': 'Beautiful', 'count': 535}, {'id': 3, 'name': 'Courageous', 'count': 295}, {'id': 10, 'name': 'Inspiring', 'count': 454}, {'id': 25, 'name': 'OK', 'count': 43}, {'id': 22, 'name': 'Fascinating', 'count': 117}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 24, 'name': 'Persuasive', 'count': 37}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 8, 'name': 'Informative', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 5}]",31,1134525,"['TEDx', 'aging', 'art', 'beauty', 'cancer', 'death', 'family', 'life', 'painting']"
2315,Tasos Frantzolas: Everything you hear on film is a lie,"[{'id': 25, 'name': 'OK', 'count': 125}, {'id': 8, 'name': 'Informative', 'count': 432}, {'id': 22, 'name': 'Fascinating', 'count': 336}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 10, 'name': 'Inspiring', 'count': 91}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 78}, {'id': 7, 'name': 'Funny', 'count': 102}, {'id': 9, 'name': 'Ingenious', 'count': 107}, {'id': 23, 'name': 'Jaw-dropping', 'count': 48}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 3, 'name': 'Courageous', 'count': 13}]",18,1236485,"['TEDx', 'brain', 'communication', 'entertainment', 'film', 'hearing', 'illusion', 'library', 'media', 'mind', 'music', 'sound', 'speech', 'storytelling', 'technology']"
2316,"Silk Road Ensemble + Rhiannon Giddens: ""St. James Infirmary Blues""","[{'id': 1, 'name': 'Beautiful', 'count': 161}, {'id': 25, 'name': 'OK', 'count': 16}, {'id': 22, 'name': 'Fascinating', 'count': 43}, {'id': 23, 'name': 'Jaw-dropping', 'count': 49}, {'id': 10, 'name': 'Inspiring', 'count': 32}, {'id': 3, 'name': 'Courageous', 'count': 3}, {'id': 9, 'name': 'Ingenious', 'count': 11}, {'id': 24, 'name': 'Persuasive', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 11, 'name': 'Longwinded', 'count': 1}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 8, 'name': 'Informative', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 3}]",6,820295,"['art', 'live music', 'music', 'performance', 'singer', 'vocals']"
2317,Kelli Jean Drinkwater: Enough with the fear of fat,"[{'id': 21, 'name': 'Unconvincing', 'count': 1243}, {'id': 26, 'name': 'Obnoxious', 'count': 688}, {'id': 1, 'name': 'Beautiful', 'count': 349}, {'id': 3, 'name': 'Courageous', 'count': 441}, {'id': 10, 'name': 'Inspiring', 'count': 522}, {'id': 8, 'name': 'Informative', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 118}, {'id': 7, 'name': 'Funny', 'count': 165}, {'id': 23, 'name': 'Jaw-dropping', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 114}, {'id': 22, 'name': 'Fascinating', 'count': 119}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 2, 'name': 'Confusing', 'count': 147}, {'id': 9, 'name': 'Ingenious', 'count': 47}]",326,1594248,"['TEDx', 'activism', 'art', 'beauty', 'creativity', 'culture', 'fear', 'humanity', 'identity', 'obesity', 'performance art', 'photography', 'self', 'social change', 'society']"
2318,Christopher Soghoian: Your smartphone is a civil rights issue,"[{'id': 21, 'name': 'Unconvincing', 'count': 355}, {'id': 8, 'name': 'Informative', 'count': 605}, {'id': 3, 'name': 'Courageous', 'count': 123}, {'id': 24, 'name': 'Persuasive', 'count': 186}, {'id': 26, 'name': 'Obnoxious', 'count': 72}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 1, 'name': 'Beautiful', 'count': 36}, {'id': 25, 'name': 'OK', 'count': 83}, {'id': 2, 'name': 'Confusing', 'count': 46}, {'id': 23, 'name': 'Jaw-dropping', 'count': 40}, {'id': 10, 'name': 'Inspiring', 'count': 68}, {'id': 22, 'name': 'Fascinating', 'count': 77}, {'id': 7, 'name': 'Funny', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 24}]",146,1307805,"['Internet', 'Surveillance', 'TED Fellows', 'activism', 'choice', 'communication', 'computers', 'data', 'government', 'hack', 'security', 'society', 'technology']"
2319,Kandice Sumner: How America's public schools keep kids in poverty,"[{'id': 1, 'name': 'Beautiful', 'count': 243}, {'id': 3, 'name': 'Courageous', 'count': 315}, {'id': 24, 'name': 'Persuasive', 'count': 304}, {'id': 8, 'name': 'Informative', 'count': 319}, {'id': 10, 'name': 'Inspiring', 'count': 422}, {'id': 22, 'name': 'Fascinating', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 48}, {'id': 25, 'name': 'OK', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 27}, {'id': 21, 'name': 'Unconvincing', 'count': 55}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 2, 'name': 'Confusing', 'count': 4}]",128,1181475,"['Slavery', 'TEDx', 'United States', 'children', 'community', 'education', 'inequality', 'personal growth', 'policy', 'race', 'society', 'teaching']"
2320,Mallory Soldner: Your company's data could help end world hunger,"[{'id': 1, 'name': 'Beautiful', 'count': 48}, {'id': 7, 'name': 'Funny', 'count': 31}, {'id': 10, 'name': 'Inspiring', 'count': 88}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 8, 'name': 'Informative', 'count': 106}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 22, 'name': 'Fascinating', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 11, 'name': 'Longwinded', 'count': 0}]",11,951340,"['big problems', 'collaboration', 'communication', 'data', 'decision-making', 'humanity', 'innovation', 'society', 'technology']"
2321,Tim Leberecht: 4 ways to build a human company in the age of machines,"[{'id': 25, 'name': 'OK', 'count': 71}, {'id': 1, 'name': 'Beautiful', 'count': 238}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 10, 'name': 'Inspiring', 'count': 369}, {'id': 8, 'name': 'Informative', 'count': 87}, {'id': 24, 'name': 'Persuasive', 'count': 133}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 9, 'name': 'Ingenious', 'count': 61}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 22, 'name': 'Fascinating', 'count': 148}, {'id': 3, 'name': 'Courageous', 'count': 77}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}]",23,1385538,"['beauty', 'business', 'collaboration', 'goal-setting', 'humanity', 'innovation', 'leadership', 'motivation', 'work']"
2322,"Amanda Palmer, Jherek Bischoff, Usman Riaz: ""Space Oddity""","[{'id': 1, 'name': 'Beautiful', 'count': 206}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 22, 'name': 'Fascinating', 'count': 52}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 24, 'name': 'Persuasive', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 20}, {'id': 9, 'name': 'Ingenious', 'count': 12}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 6}, {'id': 8, 'name': 'Informative', 'count': 3}]",8,738590,"['TED Fellows', 'guitar', 'live music', 'music', 'performance', 'singer', 'vocals']"
2323,Halla Tómasdóttir: It's time for women to run for office,"[{'id': 3, 'name': 'Courageous', 'count': 233}, {'id': 10, 'name': 'Inspiring', 'count': 335}, {'id': 7, 'name': 'Funny', 'count': 63}, {'id': 8, 'name': 'Informative', 'count': 65}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 86}, {'id': 22, 'name': 'Fascinating', 'count': 63}, {'id': 25, 'name': 'OK', 'count': 23}, {'id': 1, 'name': 'Beautiful', 'count': 77}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 11, 'name': 'Longwinded', 'count': 5}]",90,877915,"['Gender equality', 'culture', 'democracy', 'government', 'inequality', 'media', 'motivation', 'politics', 'social change', 'television', 'women']"
2324,Suzanne Barakat: Islamophobia killed my brother. Let's end the hate,"[{'id': 1, 'name': 'Beautiful', 'count': 612}, {'id': 3, 'name': 'Courageous', 'count': 911}, {'id': 24, 'name': 'Persuasive', 'count': 243}, {'id': 21, 'name': 'Unconvincing', 'count': 67}, {'id': 10, 'name': 'Inspiring', 'count': 673}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 22, 'name': 'Fascinating', 'count': 108}, {'id': 8, 'name': 'Informative', 'count': 171}, {'id': 9, 'name': 'Ingenious', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 23, 'name': 'Jaw-dropping', 'count': 77}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 7, 'name': 'Funny', 'count': 11}]",121,1177013,"['Islam', 'activism', 'community', 'death', 'family', 'humanity', 'love', 'religion', 'social change', 'society']"
2325,Jonathan Haidt: Can a divided America heal?,"[{'id': 3, 'name': 'Courageous', 'count': 117}, {'id': 8, 'name': 'Informative', 'count': 452}, {'id': 10, 'name': 'Inspiring', 'count': 334}, {'id': 24, 'name': 'Persuasive', 'count': 234}, {'id': 22, 'name': 'Fascinating', 'count': 169}, {'id': 9, 'name': 'Ingenious', 'count': 34}, {'id': 2, 'name': 'Confusing', 'count': 29}, {'id': 21, 'name': 'Unconvincing', 'count': 41}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 25, 'name': 'OK', 'count': 46}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 7, 'name': 'Funny', 'count': 9}]",214,1515162,"['TEDNYC', 'United States', 'choice', 'communication', 'community', 'democracy', 'economics', 'evolutionary psychology', 'government', 'identity', 'inequality', 'interview', 'media', 'peace', 'philosophy', 'policy', 'psychology', 'religion', 'security', 'social change', 'social media', 'society', 'sociology']"
2326,Fawn Qiu: Easy DIY projects for kid engineers,"[{'id': 7, 'name': 'Funny', 'count': 255}, {'id': 9, 'name': 'Ingenious', 'count': 292}, {'id': 10, 'name': 'Inspiring', 'count': 351}, {'id': 24, 'name': 'Persuasive', 'count': 70}, {'id': 8, 'name': 'Informative', 'count': 173}, {'id': 22, 'name': 'Fascinating', 'count': 116}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 42}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 1, 'name': 'Beautiful', 'count': 47}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",18,1047389,"['TED Residency', 'children', 'computers', 'creativity', 'design', 'education', 'engineering', 'innovation', 'invention', 'personal growth', 'programming', 'teaching', 'technology']"
2327,"Hector Garcia: We train soldiers for war. Let's train them to come home, too","[{'id': 3, 'name': 'Courageous', 'count': 96}, {'id': 8, 'name': 'Informative', 'count': 192}, {'id': 10, 'name': 'Inspiring', 'count': 224}, {'id': 24, 'name': 'Persuasive', 'count': 82}, {'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 9, 'name': 'Ingenious', 'count': 21}, {'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 7, 'name': 'Funny', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]",58,990521,"['PTSD', 'depression', 'mental health', 'military', 'psychology', 'society', 'war']"
2328,Kimberlé Crenshaw: The urgency of intersectionality,"[{'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 71}, {'id': 22, 'name': 'Fascinating', 'count': 48}, {'id': 1, 'name': 'Beautiful', 'count': 51}, {'id': 3, 'name': 'Courageous', 'count': 121}, {'id': 8, 'name': 'Informative', 'count': 159}, {'id': 10, 'name': 'Inspiring', 'count': 144}, {'id': 24, 'name': 'Persuasive', 'count': 95}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 4}]",106,857330,"['activism', 'community', 'gender', 'humanity', 'identity', 'inequality', 'race', 'social change', 'society', 'violence', 'women']"
2329,Bettina Warburg: How the blockchain will radically transform the economy,"[{'id': 21, 'name': 'Unconvincing', 'count': 127}, {'id': 25, 'name': 'OK', 'count': 112}, {'id': 1, 'name': 'Beautiful', 'count': 120}, {'id': 8, 'name': 'Informative', 'count': 479}, {'id': 10, 'name': 'Inspiring', 'count': 193}, {'id': 22, 'name': 'Fascinating', 'count': 203}, {'id': 24, 'name': 'Persuasive', 'count': 112}, {'id': 3, 'name': 'Courageous', 'count': 35}, {'id': 11, 'name': 'Longwinded', 'count': 53}, {'id': 9, 'name': 'Ingenious', 'count': 62}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 39}, {'id': 7, 'name': 'Funny', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}]",48,1985742,"['Internet', 'blockchain', 'business', 'collaboration', 'computers', 'data', 'economics', 'future', 'innovation', 'privacy', 'security', 'society', 'software', 'technology', 'trust', 'wikipedia']"
2330,Steven Johnson: The playful wonderland behind great inventions,"[{'id': 8, 'name': 'Informative', 'count': 466}, {'id': 10, 'name': 'Inspiring', 'count': 416}, {'id': 22, 'name': 'Fascinating', 'count': 443}, {'id': 24, 'name': 'Persuasive', 'count': 98}, {'id': 9, 'name': 'Ingenious', 'count': 171}, {'id': 1, 'name': 'Beautiful', 'count': 165}, {'id': 3, 'name': 'Courageous', 'count': 27}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 152}, {'id': 25, 'name': 'OK', 'count': 22}, {'id': 23, 'name': 'Jaw-dropping', 'count': 57}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",45,1122671,"['adventure', 'animation', 'art', 'beauty', 'collaboration', 'computers', 'design', 'discovery', 'exploration', 'history', 'innovation', 'invention', 'technology', 'visualizations']"
2331,Victor Rios: Help for kids the education system ignores,"[{'id': 3, 'name': 'Courageous', 'count': 265}, {'id': 10, 'name': 'Inspiring', 'count': 559}, {'id': 24, 'name': 'Persuasive', 'count': 174}, {'id': 1, 'name': 'Beautiful', 'count': 199}, {'id': 8, 'name': 'Informative', 'count': 94}, {'id': 23, 'name': 'Jaw-dropping', 'count': 28}, {'id': 22, 'name': 'Fascinating', 'count': 104}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 25}, {'id': 25, 'name': 'OK', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",37,1158432,"['children', 'communication', 'compassion', 'education', 'empathy', 'identity', 'innovation', 'motivation', 'potential', 'society', 'teaching']"
2332,Roger Antonsen: Math is the hidden secret to understanding the world,"[{'id': 7, 'name': 'Funny', 'count': 239}, {'id': 8, 'name': 'Informative', 'count': 555}, {'id': 25, 'name': 'OK', 'count': 87}, {'id': 22, 'name': 'Fascinating', 'count': 874}, {'id': 10, 'name': 'Inspiring', 'count': 732}, {'id': 9, 'name': 'Ingenious', 'count': 399}, {'id': 1, 'name': 'Beautiful', 'count': 411}, {'id': 24, 'name': 'Persuasive', 'count': 192}, {'id': 23, 'name': 'Jaw-dropping', 'count': 134}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 16}]",82,1910593,"['TEDx', 'art', 'beauty', 'communication', 'education', 'math', 'music', 'nature', 'philosophy', 'universe', 'visualizations']"
2333,Sandi Toksvig: A political party for women's equality,"[{'id': 3, 'name': 'Courageous', 'count': 200}, {'id': 7, 'name': 'Funny', 'count': 334}, {'id': 10, 'name': 'Inspiring', 'count': 404}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 24, 'name': 'Persuasive', 'count': 161}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 1, 'name': 'Beautiful', 'count': 46}, {'id': 8, 'name': 'Informative', 'count': 82}, {'id': 22, 'name': 'Fascinating', 'count': 47}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 25, 'name': 'OK', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 32}]",71,799891,"['Gender equality', 'activism', 'feminism', 'global issues', 'government', 'history', 'inequality', 'motivation', 'personal growth', 'politics', 'social change', 'society', 'women']"
2334,Juan Enriquez: What will humans look like in 100 years?,"[{'id': 24, 'name': 'Persuasive', 'count': 251}, {'id': 9, 'name': 'Ingenious', 'count': 209}, {'id': 10, 'name': 'Inspiring', 'count': 389}, {'id': 22, 'name': 'Fascinating', 'count': 696}, {'id': 3, 'name': 'Courageous', 'count': 135}, {'id': 23, 'name': 'Jaw-dropping', 'count': 225}, {'id': 8, 'name': 'Informative', 'count': 542}, {'id': 1, 'name': 'Beautiful', 'count': 84}, {'id': 7, 'name': 'Funny', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 15}, {'id': 21, 'name': 'Unconvincing', 'count': 24}, {'id': 25, 'name': 'OK', 'count': 37}]",93,2595890,"['DNA', 'Human body', 'aging', 'bacteria', 'biology', 'biotech', 'brain', 'chemistry', 'collaboration', 'engineering', 'evolution', 'future', 'genetics', 'humanity', 'innovation', 'invention', 'life', 'nature', 'neuroscience', 'physiology', 'science', 'society', 'technology']"
2335,Adam Galinsky: How to speak up for yourself,"[{'id': 8, 'name': 'Informative', 'count': 1456}, {'id': 10, 'name': 'Inspiring', 'count': 1668}, {'id': 22, 'name': 'Fascinating', 'count': 565}, {'id': 25, 'name': 'OK', 'count': 150}, {'id': 24, 'name': 'Persuasive', 'count': 790}, {'id': 3, 'name': 'Courageous', 'count': 338}, {'id': 11, 'name': 'Longwinded', 'count': 56}, {'id': 1, 'name': 'Beautiful', 'count': 165}, {'id': 2, 'name': 'Confusing', 'count': 34}, {'id': 7, 'name': 'Funny', 'count': 78}, {'id': 9, 'name': 'Ingenious', 'count': 175}, {'id': 21, 'name': 'Unconvincing', 'count': 50}, {'id': 23, 'name': 'Jaw-dropping', 'count': 60}, {'id': 26, 'name': 'Obnoxious', 'count': 22}]",69,3225186,"['TEDx', 'business', 'communication', 'decision-making', 'empathy', 'identity', 'leadership', 'motivation', 'personal growth', 'personality', 'relationships', 'society', 'women in business', 'work']"
2336,Joe Lassiter: We need nuclear power to solve climate change,"[{'id': 24, 'name': 'Persuasive', 'count': 152}, {'id': 8, 'name': 'Informative', 'count': 231}, {'id': 22, 'name': 'Fascinating', 'count': 48}, {'id': 10, 'name': 'Inspiring', 'count': 87}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 3, 'name': 'Courageous', 'count': 33}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 14}]",291,1070583,"['alternative energy', 'choice', 'climate change', 'engineering', 'global issues', 'innovation', 'nuclear energy', 'pollution', 'potential', 'resources', 'science', 'society']"
2337,"Alicia Garza, Patrisse Cullors and Opal Tometi: An interview with the founders of Black Lives Matter","[{'id': 26, 'name': 'Obnoxious', 'count': 80}, {'id': 24, 'name': 'Persuasive', 'count': 54}, {'id': 8, 'name': 'Informative', 'count': 91}, {'id': 10, 'name': 'Inspiring', 'count': 148}, {'id': 3, 'name': 'Courageous', 'count': 77}, {'id': 7, 'name': 'Funny', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 93}, {'id': 25, 'name': 'OK', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 42}, {'id': 2, 'name': 'Confusing', 'count': 15}, {'id': 22, 'name': 'Fascinating', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 23, 'name': 'Jaw-dropping', 'count': 11}]",99,782276,"['Africa', 'Gender equality', 'activism', 'collaboration', 'communication', 'community', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'media', 'poverty', 'race', 'social change', 'social media', 'society']"
2338,Danny Dorling: Maps that show us who we are (not just where we are),"[{'id': 8, 'name': 'Informative', 'count': 437}, {'id': 9, 'name': 'Ingenious', 'count': 125}, {'id': 22, 'name': 'Fascinating', 'count': 278}, {'id': 23, 'name': 'Jaw-dropping', 'count': 51}, {'id': 1, 'name': 'Beautiful', 'count': 64}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 10, 'name': 'Inspiring', 'count': 181}, {'id': 26, 'name': 'Obnoxious', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 20}]",43,1384978,"['TEDx', 'data', 'economics', 'global development', 'humanity', 'map', 'population', 'visualizations']"
